regio,gm_naam,gwb_code,a_inw,bev_dich,p_wcorpw,g_ele,g_gas,g_ink_po,g_ink_pi,p_hh_hi,a_soz_ww,pst_mvp,pst_dekp,ste_oad,woz_2023,woz_2024,woz_2025,woz_2026,act_woz_incr,pred_change_25,pred_change_26
Professorenwijk-West,Leiden,BU05460404,2990.0,10319.0,24.0,2072.962962962963,714.6657525532897,54.60000000000001,43.6,37.3,19.89704447082892,2313.0,1,4050.0,491.0,508.0,519,522,88.85,2.17,0.58
Tuinstadwijk,Leiden,BU05460405,3760.0,10897.0,40.0,2083.5423310727283,883.9674952319331,47.2,39.1,22.3,19.382716049382715,2313.0,1,5248.0,453.0,458.0,464,474,107.24,1.31,2.16
Cronestein,Leiden,BU05460406,4910.0,10391.0,13.0,1562.1391011032686,212.22222222222217,35.89108746643569,37.35566235828125,17.783508428175168,48.266961817211154,2321.0,1,3498.0,265.0,290.0,296,302,60.22,2.07,2.03
Lage Mors,Leiden,BU05460601,4415.0,6693.0,35.0,1833.703703703704,635.6071765642595,42.60000000000001,36.000000000000014,18.104200151726644,19.135802469135804,2332.0,1,3032.0,351.0,364.0,371,380,100.0,1.92,2.43
De Zijde,Leidschendam-Voorburg,BU19160100,1460.0,4110.0,0.0,2983.703703703704,1068.1374538588589,57.09999999999998,45.26000371664309,36.66391689271212,1.947853099458112,2261.0,1,2292.0,497.0,506.0,525,535,52.41,3.75,1.9
Duivenvoorde,Leidschendam-Voorburg,BU19160101,2105.0,6394.0,13.0,2053.9506172839506,802.9885163116509,36.90000000000002,29.2,15.7,9.753086419753089,2261.0,1,1975.0,299.0,303.0,308,311,68.33,1.65,0.97
Schakenbosch,Leidschendam-Voorburg,BU19160104,345.0,154.0,0.0,4058.70215417541,1824.0191021031144,55.3,47.2,15.7,0.0,2263.0,5,693.0,753.0,752.0,770,778,50.1,2.39,1.04
Prinsenhof hoogbouw,Leidschendam-Voorburg,BU19160200,4670.0,13668.0,59.0,1756.6072932244415,219.2079258698796,30.6,24.7,4.300000000000001,29.012345679012345,2263.0,1,2643.0,213.0,219.0,221,224,75.2,0.91,1.36
Prinsenhof laagbouw,Leidschendam-Voorburg,BU19160201,1095.0,5196.0,10.0,2338.8354256012626,742.0469864529974,40.90000000000002,32.000000000000014,22.100000000000005,-8.823519360370991,2263.0,1,1804.0,358.0,366.0,367,375,56.41,0.27,2.18
De Rietvink,Leidschendam-Voorburg,BU19160301,2530.0,3157.0,30.0,2688.329433825287,1024.1893838791025,47.24679535310985,39.055684784295096,25.1,9.506172839506172,2264.9999999999995,1,2464.0,474.0,476.0,492,501,38.78,3.36,1.83
Damcentrum,Leidschendam-Voorburg,BU19160500,1550.0,10342.0,24.0,2143.939171504119,552.5986207919611,45.69999999999999,35.4,26.45304093509848,-4.819593172489245,2264.9999999999995,1,2489.0,386.0,391.0,397,402,75.34,1.53,1.26
Klein Plaspoelpolder,Leidschendam-Voorburg,BU19160501,730.0,7285.0,25.0,2436.1728395061727,698.0047397866163,44.90000000000002,34.000000000000014,24.4738229719986,-0.2469135802469146,2264.9999999999995,1,2566.0,425.0,429.0,431,440,101.41,0.47,2.09
Zeeheldenwijk,Leidschendam-Voorburg,BU19160503,1075.0,9572.0,1.0,2533.0864197530864,840.1623244706227,41.50000000000001,33.500000000000014,24.719895018485843,9.753086419753089,2266.0,1,1757.0,351.0,357.0,363,367,76.73,1.68,1.1
Amstelwijk,Leidschendam-Voorburg,BU19160601,540.0,3911.0,64.0,1676.6666666666667,353.79194605251723,34.70000000000001,27.3,6.5,10.0,2262.0,1,3019.0,279.0,269.0,268,266,84.25,-0.37,-0.75
Verzetsheldenwijk,Leidschendam-Voorburg,BU19160701,1990.0,5533.0,10.0,2620.4938271604938,990.0777403369618,51.80000000000001,43.100000000000016,40.39999999999999,3.507481035998314,2264.0,1,2956.0,499.0,502.0,514,524,57.37,2.39,1.95
Raadhuiskwartier,Leidschendam-Voorburg,BU19160702,2285.0,6517.0,15.0,2333.0864197530864,762.3591331469698,43.89999999999999,36.10000000000001,31.4,19.753086419753085,2264.0,1,3248.0,387.0,392.0,396,399,54.33,1.02,0.76
Park Leeuwenbergh,Leidschendam-Voorburg,BU19161201,415.0,2697.0,0.0,3990.527975710354,1676.218417581931,64.170813387256,51.52471348715943,47.35039403210172,-4.863796353717174,2267.0,1,1353.0,828.0,853.0,852,852,39.15,-0.12,0.0
Hamershof,Leusden,BU03270000,725.0,5636.0,15.0,1939.671621501664,405.80246913580254,34.7,33.70000000000001,2.714881733567289,-4.800635421095844,3831.0,2,1930.0,335.0,350.0,354,357,75.88,1.14,0.85
Akkerhoeve,Leusden,BU03270001,615.0000000000001,5971.0,28.0,2112.83950617284,742.9766632994163,32.3,26.6,16.900000000000002,-0.2469135802469146,3831.0,1,2052.0,354.0,364.0,378,395,77.56,3.85,4.5
Noorwijck,Leusden,BU03270002,800.0,5028.0,42.0,2401.4814814814813,773.6969834728549,39.50000000000001,33.000000000000014,19.30785862770344,-0.3703703703703702,3831.0,1,1888.0,398.0,407.0,424,438,72.46,4.18,3.3
Langenbeek,Leusden,BU03270003,985.0,5036.0,12.0,2708.5185185185187,1026.083666067847,46.984053913761045,38.772964242241535,27.8,9.876543209876544,3831.0,1,1437.0,441.0,454.0,469,479,68.15,3.3,2.13
Zwanenburg,Leusden,BU03270004,715.0,6582.0,49.0,1999.7692455828628,525.4320987654321,40.5,35.400000000000006,17.718409096572756,-0.3703703703703702,3834.0,1,1733.0,339.0,345.0,355,362,112.96,2.9,1.97
Munnikhove,Leusden,BU03270005,780.0,5689.0,0.0,2636.41975308642,1157.1972098225904,43.00000000000001,37.6,34.4,-2.6350489037068385,3834.0,1,1356.0,437.0,459.0,474,495,68.75,3.27,4.43
Bosveld,Leusden,BU03270006,580.0,6263.0,0.0,2697.1604938271603,1061.4877373352851,43.0,37.7,38.89999999999999,-0.2469135802469146,3834.0,1,943.0,460.0,480.0,496,518,70.21,3.33,4.44
Claverenblad,Leusden,BU03270007,1160.0,7219.0,7.000000000000002,2288.8888888888887,700.173718161837,39.6,29.70000000000001,16.8,9.753086419753089,3833.0,1,1299.0,367.0,367.0,383,401,80.79,4.36,4.7
Wildenburg,Leusden,BU03270008,1530.0,5923.0,26.0,2599.0123456790125,821.5114082451305,37.8,30.7,26.9,9.629629629629632,3833.0,1,1235.0,411.0,420.0,440,459,75.0,4.76,4.32
Buitengebied Leusden-Centrum Oost,Leusden,BU03270009,765.0,73.0,0.0,4311.2947759147055,1124.4444444444443,67.0,56.09999999999998,63.000000000000014,-0.5962867561524945,3831.0,1,641.0,724.0,776.0,818,924,37.83,5.41,12.96
Hamersveld-Oud,Leusden,BU03270100,1250.0,3956.0,11.0,2690.740740740741,932.4691358024692,43.3,36.100000000000016,29.01579355004798,9.876543209876544,3833.0,4,1917.0,487.0,493.0,511,526,64.88,3.65,2.94
Hamersveld-Nieuw,Leusden,BU03270101,585.0,5431.0,19.0,2750.246913580247,754.1954930955044,39.10000000000001,29.7,32.2,-12.05499307585902,3831.0,2,1837.0,457.0,466.0,485,502,79.92,4.08,3.51
Rozenboom,Leusden,BU03270102,875.0,4559.0,41.0,2776.5744232573047,1004.337343607794,46.2603438042556,38.288653718953015,25.77811467081476,-10.13635230124984,3831.0,1,2206.0,494.0,502.0,516,523,57.37,2.79,1.36
Rozendaal,Leusden,BU03270103,1135.0,5990.0,0.0,2920.4938271604938,1110.9992292045183,43.0,35.499999999999986,22.1,-0.4938271604938258,3831.0,1,2172.0,438.0,435.0,452,466,72.62,3.91,3.1
Alandsbeek-West,Leusden,BU03270104,445.0,5335.0,0.0,2618.0246913580245,964.3253433978808,45.4,35.5,30.52157790011984,-0.1234567901234555,3831.0,1,1582.0,408.0,421.0,437,455,94.01,3.8,4.12
Alandsbeek-Oost,Leusden,BU03270105,1105.0,6429.0,0.0,2612.222222222222,905.1090900762492,47.54522594769705,37.60000000000001,31.2,4.758256930971157,3831.0,1,1490.0,415.0,407.0,419,428,73.19,2.95,2.15
De Wetering,Leusden,BU03270106,1505.0,5079.0,29.0,2338.8888888888887,666.4156800359906,37.8,31.8,23.23504516453614,9.629629629629632,3831.0,1,1239.0,396.0,384.0,403,425,80.28,4.95,5.46
Rossenberg,Leusden,BU03270107,755.0,5173.0,11.0,2530.617283950617,974.2835450072082,43.49999999999999,36.0,28.73305153874227,-6.961322680198069,3833.0,1,1765.0,447.0,421.0,436,456,82.25,3.56,4.59
Groenhouten,Leusden,BU03270108,2205.0,5639.0,27.0,2310.3703703703704,734.4333260330103,37.2,33.400000000000006,20.500000000000004,19.62962962962963,3833.0,1,1727.0,398.0,403.0,423,445,78.32,4.96,5.2
Buitengebied Leusden-Centrum West,Leusden,BU03270109,1025.0,356.0,37.0,2931.9753086419755,413.33333333333326,42.3,38.2,20.500000000000004,-19.323107687139963,3833.0,1,1104.0,425.0,466.0,485,499,9.25,4.08,2.89
Kern Leusden-Zuid,Leusden,BU03270200,2005.0,3047.0,7.000000000000002,2860.9876543209875,1129.573053987532,49.000000000000014,39.4,37.8,9.629629629629632,3832.0,2,706.0,510.0,523.0,546,566,72.61,4.4,3.66
Tabaksteeg,Leusden,BU03270201,2545.0,6261.0,21.0,3257.1592911950383,1017.2173131652216,54.500000000000014,43.10000000000001,43.07873436475087,18.617404848486217,3832.0,1,845.0,573.0,596.0,625,638,76.33,4.87,2.08
Buitengebied Leusden-Zuid,Leusden,BU03270209,880.0,33.0,10.0,4039.440453771173,1673.4606598235791,54.5,47.90000000000002,48.17229454611796,-6.707265643990521,3832.0,1,362.0,602.0,626.0,640,650,23.23,2.24,1.56
Kern Achterveld,Leusden,BU03270300,1985.0,2815.0,25.0,2738.271604938272,902.716049382716,39.39999999999999,35.0,25.3,9.506172839506172,3791.0,1,378.0,446.0,462.0,487,500,58.76,5.41,2.67
Buitengebied Achterveld,Leusden,BU03270309,820.0,87.0,12.0,3800.937832184837,1045.434075279392,51.399999999999984,46.900000000000006,40.73377938613829,-7.271917715610723,3791.0,1,237.0,663.0,661.0,692,731,29.61,4.69,5.64
Stoutenburg,Leusden,BU03270400,380.0,108.0,5.999999999999998,4283.044598124903,1657.978162020032,43.20000000000001,37.9,41.14744355527,-10.337566635667944,3835.0,1,258.0000000000001,642.0,668.0,689,689,46.49,3.14,0.0
't Ruige Veld,Leusden,BU03270500,1835.0,5670.0,33.0,2188.8888888888887,658.6826008900341,38.20000000000001,32.300000000000004,15.200000000000005,9.506172839506172,3831.0,1,1658.0,385.0,391.0,409,426,67.09,4.6,4.16
't Vliet,Leusden,BU03270501,1705.0,6530.0,44.0,2550.864197530864,740.7857277110761,40.2,35.1,27.0,9.506172839506172,3831.0,1,1006.0,426.0,452.0,469,486,66.79,3.76,3.62
Vesting,Lochem,BU02620000,820.0,6371.0,27.0,1774.8148148148148,702.5793380416642,35.0,33.29999999999999,6.699999999999999,9.753086419753089,7241.0,1,1348.0,242.0,248.0,259,268,46.75,4.44,3.47
Zuiderenk,Lochem,BU02620001,3880.0,5650.0,45.0,2163.456790123457,855.1968346792794,33.999999999999986,28.2,11.1,28.64197530864197,7242.0,1,1528.0,283.0,290.0,306,320,56.76,5.52,4.58
Lochem-Zuid,Lochem,BU02620002,970.0,1244.9999999999998,5.999999999999998,3115.359191701641,1348.0165987229122,43.500000000000014,39.10000000000001,20.1,9.876543209876544,7241.0,1,1245.0,498.0,506.0,536,561,60.63,5.93,4.66
Lochem-Oost,Lochem,BU02620003,2610.0,2567.0,10.0,2786.2671598976067,1304.7188706949958,46.22119966251823,39.39999999999999,23.7,19.50617283950617,7241.0,1,1041.0,457.0,467.0,485,504,61.03,3.85,3.92
Lochem-West,Lochem,BU02620004,2095.0,2689.0,11.0,2710.9876543209875,1149.1661685384947,39.617421160590986,33.01806354941397,24.000000000000004,19.382716049382715,7242.0,1,931.0,398.0,407.0,428,450,76.19,5.16,5.14
Lochem-Noord,Lochem,BU02620005,820.0,543.0,46.0,2371.917004596763,831.6780310864211,28.0,26.199999999999992,7.599999999999998,9.753086419753089,7241.0,1,1145.0,278.0,284.0,296,309,59.55,4.23,4.39
Molengronden,Lochem,BU02620006,1305.0,2303.0,1.0,3107.283950617284,1309.9122352949444,42.3,37.4,32.79999999999999,9.629629629629632,7241.0,1,1179.0,474.0,484.0,501,532,66.9,3.51,6.19
Verspreide huizen Het Veen en Grote Veld,Lochem,BU02620106,325.0,42.0,0.0,3757.9931364703657,1634.1598798617988,44.39999999999999,37.70000000000001,28.82133256543411,-11.274232449225751,7241.0,1,215.0,559.0,578.0,598,629,62.36,3.46,5.18
Verspreide huizen Klein Dochteren,Lochem,BU02620107,270.0,23.0,0.0,4038.925695713903,1809.358628215748,47.07071013207415,39.36285324714961,32.492741267052175,-9.982779317963104,7241.0,1,88.0,607.0,614.0,634,650,38.29,3.26,2.52
Verspreide huizen Ampsen,Lochem,BU02620108,205.0,19.0,0.0,3703.148160539867,1358.5185185185185,43.85221920762494,37.00377186956892,28.571913693981404,0.0,7241.0,1,60.0,542.0,556.0,575,595,77.64,3.42,3.48
"Verspreide huizen Nettelhorst, Langen en Zwiep",Lochem,BU02620109,470.0,37.0,0.0,3910.4142145291135,1488.2570430799997,48.0823681421633,39.4,36.53950644111588,-10.246501157070025,7241.0,1,115.0,612.0,636.0,666,695,70.05,4.72,4.35
Laren,Lochem,BU02620200,1800.0,2068.0,20.0,2741.9753086419755,1163.0322844490518,36.3,32.0,19.9,9.506172839506172,7245.0,1,310.0,432.0,435.0,445,463,65.4,2.3,4.04
Exel,Lochem,BU02620201,155.0,1764.0,0.0,3418.13946483624,1309.5759459188296,38.39999999999999,30.7,19.9,-13.496706487025625,7245.0,1,31.0,443.0,449.0,474,505,72.69,5.57,6.54
Verspreide huizen Groot Dochteren,Lochem,BU02620205,285.0,42.0,0.0,4015.179934760806,1879.0889254088788,45.42568365285686,39.531452244411,36.775064128825335,-13.401865479808349,7245.0,5,46.0,607.0,604.0,613,625,48.04,1.49,1.96
Verspreide huizen Oolde,Lochem,BU02620206,820.0,69.0,0.0,3999.344925232679,1256.0493827160494,43.1,33.400000000000006,39.57233926222589,-2.79371036093086,7245.0,1,134.0,610.0,617.0,642,650,57.8,4.05,1.25
Verspreide huizen Verwolde,Lochem,BU02620207,1015.0,38.0,0.0,4208.518518518518,1861.4018389637563,46.89999999999999,39.70000000000001,35.30754682607478,-0.2469135802469146,7245.0,1,42.0,598.0,601.0,628,640,59.84,4.49,1.91
Verspreide huizen Exel,Lochem,BU02620208,215.0,32.0,0.0,3817.526213702513,1706.9391962336604,59.00000000000001,48.600000000000016,38.46352676145015,0.0,7245.0,1,31.0,577.0,579.0,609,668,67.75,5.18,9.69
Barchem,Lochem,BU02620300,935.0,1656.0,17.0,2683.0864197530864,1174.0704762756573,34.099999999999994,30.4,17.92680539188331,9.753086419753089,7244.0,1,158.0,381.0,396.0,416,445,59.04,5.05,6.97
Verspreide huizen Lochemseweg,Lochem,BU02620307,160.0,39.0,0.0,3980.8906086871225,1494.819805305547,40.367588054267685,33.599999999999994,28.16780070413576,0.0,7244.0,1,51.0,704.0,708.0,720,732,43.9,1.69,1.67
Verspreide huizen Zwarte Veen en Barchemse Enk,Lochem,BU02620308,345.0,33.0,0.0,4254.416918255044,1862.3017327441903,48.09999999999998,39.7002214219232,38.15082904216478,-12.045740663398435,7244.0,1,36.0,594.0,608.0,633,655,49.02,4.11,3.48
Verspreide huizen Boschheurne en Zwiepsche Broek,Lochem,BU02620309,310.0,30.0,0.0,3952.3456790123455,1606.953849992228,31.69999999999999,27.9,24.437399355687194,-15.2607273856224,7244.0,1,27.0,538.0,555.0,582,610,71.3,4.86,4.81
Gorssel,Lochem,BU02620400,3510.0,1286.0,27.0,2683.703703703704,1294.962506589425,42.6,37.2,25.7,19.382716049382715,7213.0,1,480.9999999999999,492.0,499.0,518,536,68.58,3.81,3.47
Eefde,Lochem,BU02620401,3425.0,1584.0,25.0,2513.456790123457,1199.3870278217364,38.1,33.7,17.599999999999994,19.135802469135804,7211.0,1,462.0,390.0,397.0,417,440,66.81,5.04,5.52
Epse,Lochem,BU02620402,1615.0,1107.0,11.0,3212.222222222222,1255.3290645594384,52.7,42.8,34.80873710407427,9.629629629629632,7214.0,1,243.9999999999999,572.0,574.0,599,638,60.34,4.36,6.51
Verspreide huizen Joppe,Lochem,BU02620406,420.0,59.0,4.0,4122.36896487744,1877.0342058576864,51.899999999999984,41.40000000000002,35.673503110146115,-10.62269607286336,7215.0,1,48.0,738.0,748.0,803,826,67.34,7.35,2.86
Verspreide huizen Gorssel,Lochem,BU02620407,475.0,53.0,0.0,4159.149712528557,1773.6892110803851,52.48285713313286,44.29665166458983,35.07565377350767,-2.934499653508766,7213.0,1,133.0,800.0,806.0,822,876,75.22,1.99,6.57
Verspreide huizen Epse,Lochem,BU02620408,465.0,64.0,0.0,4240.570323460647,2067.8300662425545,55.82077541028789,46.80525256208863,38.01823988428829,-10.030808522897429,7214.0,1,97.0,774.0,786.0,841,915,65.13,7.0,8.8
Verspreide huizen Eefde,Lochem,BU02620409,1145.0,98.0,0.0,3843.855958619256,1771.4000134898702,37.30000000000001,33.600000000000016,27.554149746127887,-0.3129913962433832,7211.0,1,150.0,629.0,636.0,659,698,66.06,3.62,5.92
Almen,Lochem,BU02620500,780.0,800.0,18.0,3089.069995958802,1327.2325104742365,38.40000000000002,31.700000000000003,21.255565503624663,-0.2469135802469146,7218.0,1,120.0,450.0,467.0,488,516,57.24,4.5,5.74
Harfsen,Lochem,BU02620501,745.0,2348.0,18.0,2530.0,1269.1222777974824,35.999999999999986,31.600000000000005,13.878119441684106,-2.1121162285745463,7217.0,1,174.0,412.0,418.0,442,464,62.65,5.74,4.98
Verspreide huizen Almen ten zuiden van Twentekanaal,Lochem,BU02620506,240.0,31.0,0.0,3732.506246755271,1703.9452112980875,45.367390956518655,38.57942087704567,30.3182531507078,-15.649793082678688,7218.0,1,51.0,559.0,560.0,576,597,42.49,2.86,3.65
Verspreide huizen Almen ten noorden van Twentekanaal,Lochem,BU02620507,200.0,41.0,0.0,3776.296296296296,1767.7661870997954,40.70663026886733,34.000000000000014,27.830855174573777,-17.20400015628385,7218.0,1,35.0,649.0,667.0,705,739,55.12,5.7,4.82
Verspreide huizen Harfsen,Lochem,BU02620508,1055.0,50.0,1.0,3970.4938271604938,1226.2962962962963,52.30000000000001,43.5,38.24067812328316,-0.6339331937952792,7217.0,1,74.0,594.0,595.0,637,675,40.33,7.06,5.97
Verspreide huizen Kring van Dorth,Lochem,BU02620509,295.0,33.0,0.0,4124.818119429451,1785.7643620724002,45.900000000000006,40.10000000000001,32.86481754095499,-0.1234567901234555,7216.0,1,39.0,607.0,607.0,622,629,46.62,2.47,1.13
Draaiboom,Loon op Zand,BU08091001,1865.0,6202.0,19.0,2778.7654320987654,898.6983507130101,39.49999999999999,33.29999999999999,19.98407295489054,19.25925925925926,5172.0,1,1067.0,336.0,352.0,368,387,55.07,4.55,5.16
Hil (noord),Loon op Zand,BU08091005,600.0,6036.0,36.0,2707.901234567901,881.537893514776,33.20000000000001,26.9,21.14811844096817,-9.487298821086965,5171.0,1,1526.0,322.0,354.0,369,387,70.19,4.24,4.88
Hil (zuid),Loon op Zand,BU08091006,680.0,5146.0,16.0,2939.5061728395062,1118.6357600400763,41.6,37.1,28.718926097940752,-0.3703703703703702,5172.0,2,1485.0,388.0,410.0,424,441,52.42,3.41,4.01
Pannenhoef (west),Loon op Zand,BU08091010,1130.0,5719.0,46.0,2415.431498300023,867.6566199441256,32.6,26.90000000000001,10.3,9.629629629629632,5171.0,1,1367.0,297.0,314.0,323,332,61.03,2.87,2.79
Pannenhoef (oost),Loon op Zand,BU08091011,650.0,6633.0,65.0,2260.3703703703704,600.1912669089116,25.6,24.5,10.3935552452145,9.753086419753089,5171.0,1,1558.0,282.0,303.0,316,325,61.17,4.29,2.85
Bloemenbuurt,Loon op Zand,BU08091015,385.0,4329.0,69.0,2494.6913580246915,781.8255316316622,25.9,20.6,12.71007237141417,-13.16563088577055,5171.0,1,1442.0,278.0,281.0,292,303,53.55,3.91,3.77
Centrum,Loon op Zand,BU08091020,955.0,5540.0,34.0,2231.234567901234,778.4173533671008,34.1,29.40000000000001,8.527121507917283,9.753086419753089,5171.0,1,1642.0,276.0,291.0,302,310,52.36,3.78,2.65
Schrijversbuurt,Loon op Zand,BU08091021,565.0,5476.0,51.0,2535.555555555556,838.2077154461605,30.099999999999994,23.7,11.368411374700592,-0.1234567901234555,5171.0,1,1850.0,291.0,340.0,352,365,65.05,3.53,3.69
Staatsliedenbuurt,Loon op Zand,BU08091025,650.0,5206.0,29.0,2728.7654320987654,788.7107661998424,31.0,25.800000000000004,19.76851998649798,9.753086419753089,5171.0,1,1769.0,311.0,329.0,343,356,71.35,4.26,3.79
Vossenberg (west),Loon op Zand,BU08091030,930.0,3818.0,11.0,2812.7104108488347,972.9779556001196,37.4,31.4,17.860307253788413,9.753086419753089,5171.0,1,1313.0,317.0,332.0,344,358,33.33,3.61,4.07
Vossenberg (oost),Loon op Zand,BU08091031,535.0,3097.0,10.0,3138.387050018526,1219.7451527959115,40.2,34.20000000000001,25.6020950712033,-11.292577136793287,5171.0,1,1542.0,403.0,421.0,441,460,55.35,4.75,4.31
De Zandschel,Loon op Zand,BU08091040,695.0,243.0,4.0,4003.651810790394,1688.3869083688833,46.65990247753877,39.10000000000002,41.3,-0.1234567901234555,5171.0,1,480.9999999999999,554.0,572.0,593,616,60.22,3.67,3.88
De Baan,Loon op Zand,BU08091041,790.0,152.0,3.0,3635.8558162539807,1487.804424768112,46.99999999999999,38.3,35.81668912180145,-5.536440021545175,5171.0,4,701.0,506.0,496.0,524,544,36.64,5.65,3.82
Heikant,Loon op Zand,BU08092045,1340.0,6477.0,24.0,2757.901234567901,972.59133337564,38.1,33.0,21.5,9.629629629629632,5171.0,1,1480.0,330.0,349.0,361,379,60.09,3.44,4.99
Els (west),Loon op Zand,BU08092048,425.0,4312.0,0.0,2693.827160493828,1052.0461885836671,42.49999999999999,37.8,25.0,-10.97879549484701,5171.0,1,1746.0,362.0,416.0,428,442,92.59,2.88,3.27
Els (oost),Loon op Zand,BU08092049,495.0,4340.0,40.0,2510.3703703703704,867.0421501121833,31.6,32.3,16.354316157220012,-11.893762090301603,5171.0,1,1400.0,340.0,377.0,391,409,53.25,3.71,4.6
Rooi Dorp,Loon op Zand,BU08092052,1010.0,4422.0,25.0,2703.333333333333,946.2367406693386,35.39999999999998,29.100000000000005,19.006944175204847,0.2890397831192182,5171.0,1,1402.0,317.0,342.0,354,368,65.22,3.51,3.95
Loonse Vaart,Loon op Zand,BU08092055,1740.0,6051.0,20.0,2520.4938271604938,841.3598892786446,35.30000000000001,28.90000000000001,15.0,9.38271604938272,5171.0,1,1256.0,321.0,334.0,347,361,58.29,3.89,4.03
De Oude Omdraaier,Loon op Zand,BU08092058,455.0,2242.0,0.0,3668.641975308642,1600.4093668381818,50.99157256317984,43.07127352432833,38.10000000000001,-4.924712572804676,5171.0,1,987.0,597.0,615.0,648,663,56.49,5.37,2.31
Prinsessenbuurt,Loon op Zand,BU08092061,675.0000000000001,1570.0,31.0,2871.3786004016224,849.6296296296297,44.8,37.39999999999998,27.223585235881067,-8.642332742864586,5171.0,1,885.0,414.0,437.0,457,478,63.67,4.58,4.6
Het Hoekske,Loon op Zand,BU08092063,295.0,32.0,0.0,4440.582038109335,1938.132202368177,51.400000000000006,39.80000000000001,40.249218621281656,-10.62264394045101,5171.0,1,279.0,657.0,714.0,744,800,91.42,4.2,7.53
Oud-Loon,Loon op Zand,BU08093070,2495.0,1980.0,27.0,2612.83950617284,1003.5080609865626,35.39999999999999,30.599999999999994,17.7,29.50617283950617,5175.0,1,698.0,344.0,360.0,373,389,55.17,3.61,4.29
Mussenhoek,Loon op Zand,BU08093071,395.0,866.0,0.0,3943.71273943659,1734.1791782081657,53.882254321939264,44.411083853389854,39.35663506771766,-0.1234567901234555,5175.0,1,781.0,665.0,693.0,732,750,56.79,5.63,2.46
Molenwijk (noord),Loon op Zand,BU08093080,1505.0,5303.0,18.0,2618.641975308642,1016.2588081327344,34.800000000000004,29.199999999999992,16.9,9.629629629629632,5175.0,1,812.0,330.0,347.0,362,379,59.17,4.32,4.7
Molenwijk (zuid),Loon op Zand,BU08093081,1320.0,5386.0,10.0,2801.4814814814813,1052.3257078372064,40.90000000000002,34.2,23.515983838215096,9.629629629629632,5175.0,1,613.0,350.0,383.0,398,414,64.38,3.92,4.02
Bergeind,Loon op Zand,BU08093090,150.0,30.0,0.0,4484.250568879702,1338.605697225117,50.937203503610775,41.40000000000002,41.94690744553443,0.0,5175.0,1,83.0,702.0,753.0,802,827,86.85,6.51,3.12
Oost-Loon,Loon op Zand,BU08093091,315.0,37.0,0.0,3575.3086419753085,1103.58024691358,54.47657215720696,44.170833891345616,39.05295728241085,-4.623652038318596,5175.0,1,296.0,558.0,610.0,646,668,42.52,5.9,3.41
De Moer,Loon op Zand,BU08094095,685.0,112.0,5.0,4202.098765432099,1662.483241828523,46.00000000000001,40.000000000000014,29.9585182676828,-3.871960746799712,5176.0,1,50.0,528.0,549.0,576,603,42.23,4.92,4.69
Lopik-Dorp,Lopik,BU03310000,5585.0,4018.0,27.0,2549.6296296296296,882.7900042114513,37.7,31.700000000000003,22.5,28.88888888888889,3411.0,1,705.0,364.0,378.0,399,417,69.51,5.56,4.51
Graaf,Lopik,BU03310001,770.0,638.0,4.0,3502.098765432099,1449.9711283283411,43.30000000000001,34.89999999999999,31.622804529838955,-5.674243869898131,3411.0,1,135.0,561.0,570.0,594,619,73.78,4.21,4.21
Uitweg,Lopik,BU03310002,625.0,638.0,10.0,3512.222222222222,991.358024691358,46.7,34.30000000000001,30.683879895180823,-3.1280019903580616,3412.0,4,81.0,535.0,526.0,549,562,58.91,4.37,2.37
Lopikerkapel,Lopik,BU03310003,585.0,574.0,5.0,3490.740740740741,1064.3840445712945,47.70000000000001,42.000000000000014,30.085389773286387,-10.423714074917992,3412.0,1,99.0,533.0,526.0,555,581,66.46,5.51,4.68
Jaarsveld,Lopik,BU03310004,285.0,1358.0,8.0,2709.753086419753,1113.4254975440772,45.1,39.000000000000014,31.360255001745514,-12.164548630074616,3413.0,1,80.0,386.0,393.0,410,427,81.94,4.33,4.15
Wielsekade,Lopik,BU03310005,290.0,359.0,0.0,3214.938271604938,1142.47341246893,42.61326502218751,34.900000000000006,31.51328192060347,0.0,3411.0,1,111.0,574.0,563.0,580,590,40.05,3.02,1.72
Cabauw,Lopik,BU03310006,765.0,896.0,15.0,2972.345679012345,1144.2490785840146,40.90000000000002,33.900000000000006,27.46276712370732,-0.2469135802469146,3411.0,1,103.0,458.0,471.0,487,504,72.53,3.4,3.49
Zevender,Lopik,BU03310007,170.0,349.0,0.0,3855.9145933948894,1187.6543209876545,48.31301891230673,39.63360334724267,35.39071684953451,0.0,3411.0,1,72.0,658.0,648.0,646,649,128.17,-0.31,0.46
Lekdijk tussen Jaarsveld en Schoonhoven,Lopik,BU03310008,415.0,120.0,0.0,4078.894349588733,1597.5346669634416,51.3738822475667,42.24101409693679,39.517594554654565,-13.443296704206094,3411.0,1,145.0,691.0,670.0,688,693,42.86,2.69,0.73
Langs de Lekdijk Lopikerwaard,Lopik,BU03310009,290.0,9.0,1.0,3298.0246913580245,1073.016803107222,44.84996944561247,40.3,33.433412447362045,-0.1234567901234555,3411.0,5,132.0,313.0,308.0,309,309,62.11,0.32,0.0
Benschop-Dorp,Lopik,BU03310010,2435.0,1616.0,25.0,2619.8765432098767,952.9512123013296,38.19999999999999,31.70000000000001,26.0,9.629629629629632,3405.0,1,349.0,411.0,416.0,439,459,71.9,5.53,4.56
