regio,gm_naam,gwb_code,a_inw,bev_dich,p_wcorpw,g_ele,g_gas,g_ink_po,g_ink_pi,p_hh_hi,a_soz_ww,pst_mvp,pst_dekp,ste_oad,woz_2023,woz_2024,woz_2025,woz_2026,act_woz_incr,pred_change_25,pred_change_26
Groenstraat-Zuid,Venlo,BU09831304,425.0,5859.0,0.0,2749.6296296296296,1110.1677237033232,45.0,40.9,27.36326019350104,-5.136864204598627,5913.0,1,2068.0,452.0,457.0,462,470,66.79,1.09,1.73
Stalberg-West,Venlo,BU09831305,1260.0,5158.0,5.0,2705.8024691358023,953.3242636325522,42.3,34.800000000000004,19.0,9.629629629629632,5913.0,1,2534.0,337.0,341.0,345,347,69.65,1.17,0.58
Groeneveld,Venlo,BU09831306,1925.0,6072.0,26.0,2291.358024691358,873.2647919570229,38.30000000000001,32.800000000000004,16.2,19.50617283950617,5913.0,1,2482.0,317.0,321.0,323,325,74.46,0.62,0.62
Hogekamp,Venlo,BU09831307,2570.0,6432.0,3.0,2652.098765432099,947.5151173881724,38.29999999999999,36.70000000000001,21.5,29.382716049382715,5913.0,1,3193.0,326.0,326.0,328,329,59.8,0.61,0.3
Craneveld,Venlo,BU09831401,2025.0,5763.0,27.0,2223.58024691358,804.3981107069687,31.300000000000008,27.90000000000001,9.200000000000005,19.382716049382715,5914.0,1,2556.0,255.0,253.0,255,258,54.27,0.79,1.18
Withuis,Venlo,BU09831402,2725.0,6550.0,46.0,2005.1851851851848,698.3143646431588,29.700000000000003,27.90000000000001,6.199999999999999,29.012345679012345,5914.0,2,2160.0,211.0,212.0,216,219,68.25,1.89,1.39
't Zand,Venlo,BU09831403,2830.0,4945.0,55.0,2383.703703703704,840.0355743262375,30.0,26.399999999999995,9.5,39.13580246913581,5914.0,1,1494.0,264.0,266.0,270,270,88.65,1.5,0.0
Vierpaardjes,Venlo,BU09831501,680.0,3989.0,52.0,2151.4814814814813,793.3343020451509,28.9,24.4,7.199999999999999,9.629629629629632,5915.0,2,1390.0,226.0,228.0,233,235,62.86,2.19,0.86
Dr. Poelsplein e.o.,Venlo,BU09831502,1170.0,5457.0,52.0,2434.938271604938,774.8316708478181,23.3,20.5,3.6999999999999993,7.902848358035087,5915.0,1,1877.0,224.0,224.0,228,233,69.7,1.79,2.19
Jezuïtenbuurt,Venlo,BU09831503,1050.0,5450.0,38.0,2683.703703703704,791.674540408065,32.4,27.8,17.873741472252245,19.753086419753085,5915.0,1,1844.0,278.0,280.0,286,290,78.34,2.14,1.4
Vogelbuurt,Venlo,BU09831504,390.0,966.0,48.0,2222.962962962963,907.1017211968814,26.655566139371857,23.94111814557244,4.744806251313538,-6.46647351872338,5915.0,2,1161.0,246.0,247.0,253,259,75.18,2.43,2.37
Bloemenbuurt,Venlo,BU09831505,925.0,2775.0,47.0,2934.320987654321,1078.032607429557,32.500000000000014,27.4,18.1,9.753086419753089,5915.0,1,1215.0,356.0,361.0,371,380,59.73,2.77,2.43
Casinoflat,Venlo,BU09831506,180.0,9649.0,98.0,1477.2839506172843,250.8136393435589,21.5,20.9,1.6999999999999993,-15.451688545210242,5915.0,3,1691.0,169.0,168.0,170,174,76.84,1.19,2.35
Postwegflat,Venlo,BU09831507,165.0,7312.0,100.0,1466.5432098765432,320.0590928705142,21.5,19.3,0.0,-12.227046060222758,5915.0,2,890.0,142.99999999999997,139.0,140,141,43.3,0.72,0.71
Stalberg (midden),Venlo,BU09831508,365.0,1449.0,0.0,4188.271604938272,1824.7970834045968,52.91211869407717,44.73312261272765,33.99271716445534,-9.690750146659225,5915.0,1,1382.0,637.0,639.0,662,690,38.91,3.6,4.23
Stalberg-oost,Venlo,BU09831509,630.0,1580.0,0.0,5528.148148148148,2107.738839963245,56.865703703009736,45.17932389592629,46.78735256412935,-7.058012995042187,5915.0,1,413.0,812.0,822.0,900,900,52.79,9.49,0.0
Grote Hei,Venlo,BU09831510,180.0,61.0,0.0,3232.792569191774,1840.5029342366447,45.56870807969921,41.2,24.44832773313333,-7.734847116518619,5915.0,1,323.0,593.0,614.0,638,662,163.52,3.91,3.76
Auxillatrix,Venlo,BU09831512,240.0,255.0,0.0,2687.9642134463406,1167.0469567186583,44.31227488248975,41.2,24.759122043973456,0.0,5915.0,1,96.0,180.0,181.0,197,208,-48.21,8.84,5.58
Kern 't Ven,Venlo,BU09831601,1275.0,1897.0,3.0,3110.3703703703704,1227.8469617889602,37.500000000000014,32.2,25.7,19.753086419753085,5916.0,1,805.0,372.0,378.0,389,401,56.2,2.91,3.08
Arenborg,Venlo,BU09831602,310.0,247.0,0.0,3659.295750356648,1668.1751834741508,46.7,39.42066246622255,33.57894838833659,-9.841306326659955,5916.0,1,617.0,549.0,571.0,587,611,65.03,2.8,4.09
Herungerberg,Venlo,BU09831603,510.0,481.0,0.0,3930.617283950617,1727.158987700711,46.03851369428038,38.65279461255712,42.4,-6.62968956677506,5916.0,1,204.9999999999999,519.0,525.0,543,565,44.63,3.43,4.05
Veegtes,Venlo,BU09831604,120.0,119.0,0.0,3242.5925925925926,1153.7297332942248,44.62733136393405,38.3035668144812,42.4,-20.240385300435552,5916.0,1,934.0,337.0,335.0,340,347,83.06,1.49,2.06
Venkoelen,Venlo,BU09831606,270.0,70.0,0.0,3504.7416330976707,1648.5336675833232,44.79999999999999,38.16405711010486,28.66304009591953,-0.1234567901234555,5916.0,1,85.0,470.0,470.0,477,491,55.12,1.49,2.94
Blerick-Centrum,Venlo,BU09832101,3645.0,5283.0,26.0,2443.827160493828,999.9824247317364,34.3,30.2,12.2,39.38271604938272,5921.0,2,2544.0,272.0,273.0,275,278,60.59,0.73,1.09
gazenkamp,Venlo,BU09832102,3105.0,5383.0,61.0,2196.296296296296,726.2320083317014,27.500000000000007,25.8,4.199999999999999,41.483721691480085,5921.0,1,2637.0,209.0,212.0,216,219,70.97,1.89,1.39
Smeliënkamp,Venlo,BU09832201,1180.0,4195.0,23.0,2583.0864197530864,953.1758197533824,31.29999999999999,27.300000000000004,12.6,9.506172839506172,5922.0,2,2137.0,267.0,264.0,271,275,59.04,2.65,1.48
Vastenavondkamp-Noord,Venlo,BU09832202,3165.0,6637.0,53.0,2466.543209876543,560.6379405208628,24.6,19.800000000000004,4.699999999999999,58.76543209876543,5922.0,2,1864.0,172.0,174.0,178,183,70.59,2.3,2.81
Vastenavondkamp-Zuid,Venlo,BU09832203,1670.0,6357.0,18.0,2825.432098765432,955.4173231051165,28.29999999999999,22.500000000000007,10.9,10.66612474843984,5922.0,2,2413.0,260.0,258.0,262,263,64.33,1.55,0.38
Molenbossen,Venlo,BU09832301,860.0,3261.0,100.0,1829.9205785157512,441.04403394512383,20.9,19.8,0.1999999999999993,-12.8989852961093,5923.0,3,1739.0,169.0,170.0,172,173,61.9,1.18,0.58
Annakamp-Oost,Venlo,BU09832302,1110.0,4320.0,54.0,2416.197726101488,802.2896035086324,26.3,22.000000000000007,8.4,-1.9137335352301257,5923.0,1,2189.0,243.0,246.0,247,248,87.79,0.41,0.4
Annakamp-West,Venlo,BU09832303,770.0,5087.0,27.0,2649.6296296296296,891.2514741750148,30.500000000000007,23.8,10.1,-2.569372607432925,5923.0,1,1777.0,244.0,247.0,251,254,65.77,1.62,1.2
Zonneveld,Venlo,BU09832304,320.0,8704.0,0.0,2559.135802469136,902.5560542268908,32.5,32.2,15.9,-0.1234567901234555,5923.0,1,2241.0,366.0,373.0,381,393,69.55,2.14,3.15
Vossener-Centrum,Venlo,BU09832401,1195.0,7154.0,29.0,2652.716049382716,1002.0050512341016,28.2,23.8,9.951244576630996,9.506172839506172,5924.0,1,1934.0,224.0,227.0,234,241,71.97,3.08,2.99
Vossener-Noord,Venlo,BU09832402,770.0,7094.0,4.0,2609.753086419753,977.6542931573156,31.1,26.7,11.930240933825209,2.605111339650758,5924.0,1,2256.0,236.0,237.0,239,244,74.26,0.84,2.09
Vossener-West,Venlo,BU09832403,940.0,4780.0,5.0,2681.851851851852,1101.1329911355845,28.9,26.5,7.179325943892906,4.416317584158254,5924.0,1,1710.0,233.0,231.0,234,242,90.91,1.3,3.42
Vossener-Zuid,Venlo,BU09832404,800.0,4640.0,0.0,2990.740740740741,1195.0996224619903,32.8,29.79999999999999,14.1,-0.4938271604938258,5924.0,1,1554.0,300.0,301.0,305,311,67.22,1.33,1.97
Klingerberg-Zuid,Venlo,BU09832501,2605.0,5212.0,41.0,2403.333333333333,760.1031599112198,28.4,24.90000000000001,6.300000000000001,38.888888888888886,5925.0,1,1505.0,208.0,211.0,217,219,64.84,2.84,0.92
Klingerberg-Noord,Venlo,BU09832502,1240.0,2113.0,2.0,2979.382716049383,1175.431027995303,38.40000000000002,30.6,13.599999999999994,9.38271604938272,5925.0,1,1116.0,325.0,324.0,332,336,66.15,2.47,1.2
Kern Hout-Blerick,Venlo,BU09832601,1750.0,2627.0,5.999999999999998,3250.246913580247,1256.2665094039994,40.09999999999998,34.60000000000001,28.35194470441376,9.629629629629632,5926.0,1,1013.0,422.0,420.0,432,443,60.31,2.86,2.55
Verspreide huizen Hout-Blerick,Venlo,BU09832602,340.0,104.0,0.0,4535.185185185185,1849.0845895115488,33.6,31.8,27.888256233560348,-11.437615909551983,5926.0,1,388.0,563.0,566.0,575,594,56.79,1.59,3.3
Meuleveld,Venlo,BU09832603,800.0,1868.0,0.0,3662.222222222222,1516.3315921101282,45.51135279385169,38.40890001263024,31.07927598160829,-5.872883249630611,5926.0,1,1161.0,513.0,507.0,527,536,46.11,3.94,1.71
Kern Boekend,Venlo,BU09832701,639.9999999999999,1042.0,11.0,3371.7283950617284,1367.841118995239,43.00000000000001,35.19999999999999,30.931218330569862,-11.11453799461162,5927.0,1,501.0,404.0,411.0,428,440,50.55,4.14,2.8
Verspreide huizen Boekend,Venlo,BU09832702,250.0,38.0,0.0,3601.6556553715054,1410.67105542444,41.19999999999999,28.70000000000001,33.11378344610047,0.0,5927.0,1,334.0000000000001,491.0,484.0,491,499,54.68,1.45,1.63
Horsterweg,Venlo,BU09832801,555.0,1111.0,0.0,3342.5925925925926,1371.6490201822533,43.80000000000001,36.89999999999998,26.25588683679173,9.876543209876544,5928.0,1,1403.0,348.0,351.0,356,367,48.73,1.42,3.09
Zaarderheiken,Venlo,BU09832812,135.0,28.0,0.0,4025.061728395062,1654.9280364729757,40.95349717191388,33.812841766902764,30.73413803877308,-13.870044751944077,5928.0,1,80.0,460.0,477.0,484,490,55.88,1.47,1.24
Bosserhof,Venlo,BU09833101,3910.0,3011.0,32.0,2592.5925925925926,900.2573556225946,33.49999999999999,28.3,12.2,39.01234567901235,5931.0,2,1278.0,259.0,262.0,268,269,56.89,2.29,0.37
Tegelen-Centrum,Venlo,BU09833102,3785.0,4742.0,25.0,2464.6913580246915,925.4264502222348,33.10000000000001,29.5,9.4,49.01234567901235,5931.0,1,1577.0,253.0,255.0,260,261,52.69,1.96,0.38
Maasveld I,Venlo,BU09833104,735.0,3229.0,22.0,2550.246913580247,952.9743943129592,36.5,31.79999999999999,17.81847941371465,-0.2469135802469146,5931.0,1,1271.0,310.0,313.0,319,322,57.29,1.92,0.94
Maasveld II,Venlo,BU09833105,1245.0,4629.0,0.0,3140.740740740741,1114.1212099774607,41.8,34.400000000000006,30.23642977302124,9.753086419753089,5931.0,1,1379.0,396.0,402.0,411,419,55.81,2.24,1.95
Lage Heide,Venlo,BU09833201,1675.0,1594.0,43.0,2525.432098765432,889.3680331638338,26.5,23.4,9.300000000000002,29.62962962962963,5932.0,1,1344.0,229.0,230.0,229,232,52.32,-0.43,1.31
Op de Heide,Venlo,BU09833204,3645.0,4980.0,22.0,2542.5925925925926,927.455719331355,31.7,26.7,8.500000000000002,48.51851851851852,5932.0,1,806.0,226.0,230.0,232,235,64.29,0.87,1.29
Kloosterdorp,Venlo,BU09833501,1775.0,1895.0,13.0,3071.111111111112,1192.7294813564638,39.8,33.20000000000001,24.875533429778454,9.38271604938272,5935.0,1,753.0,363.0,366.0,374,383,44.09,2.19,2.41
Nieuw-Steyl,Venlo,BU09833502,1865.0,4186.0,47.0,2292.5925925925926,814.05653463355,30.8,26.7,8.4,29.382716049382715,5935.0,1,1147.0,219.0,221.0,228,236,53.47,3.17,3.51
Velden-West,Venlo,BU09834101,1765.0,3853.0,24.0,2590.740740740741,1092.2949191080147,33.7,29.200000000000003,11.7,19.62962962962963,5941.0,1,618.0,287.0,297.0,302,304,61.41,1.68,0.66
Velden-Oost,Venlo,BU09834102,2540.0,2833.0,15.0,2906.6666666666665,1048.3766644898524,36.6,30.7,23.30148693783616,19.135802469135804,5941.0,1,602.0,338.0,350.0,357,369,69.08,2.0,3.36
Hasselderheide,Venlo,BU09834103,315.0,1427.9999999999998,14.0,3359.753086419753,1436.266462017131,39.46449573673854,34.11326096376206,21.0,-15.123124273337217,5941.0,1,170.0,433.0,438.0,453,467,43.61,3.42,3.09
Schandelo,Venlo,BU09834104,245.0,122.0,0.0,4330.617283950617,1774.7162449961493,41.43130720626793,35.308005502822105,21.0,-0.1234567901234555,5941.0,1,55.0,550.0,565.0,572,590,77.67,1.24,3.15
Hasselt en Het Vorst,Venlo,BU09834105,355.0,95.0,0.0,4188.271604938272,1257.283950617284,124.79999999999995,98.20000000000002,82.8190936821036,0.0,5941.0,1,279.0,518.0,540.0,559,581,75.9,3.52,3.94
De Krosselt,Venlo,BU09834106,140.0,590.0,0.0,3680.57317482049,1519.64293650037,47.29716358866981,39.624043758889854,35.1155006154296,0.0,5941.0,1,215.0,532.0,546.0,562,578,57.35,2.93,2.85
Verspreide huizen Velden,Venlo,BU09834107,170.0,17.0,0.0,3907.33048336352,1479.9840227750342,25.899999999999984,22.800000000000008,34.9431033136705,-16.71186566454757,5941.0,1,177.0,492.0,497.0,513,522,52.92,3.22,1.75
Kern Lomm,Venlo,BU09834301,965.0,1604.0,15.0,3080.0,1231.363029137622,29.8,25.0,17.56098035641967,9.629629629629632,5943.0,1,151.0,315.0,321.0,326,333,52.13,1.56,2.15
Verspreide huizen Lomm,Venlo,BU09834303,95.0,11.0,0.0,4509.753086419753,1946.196412539431,29.8,28.61062909954266,18.9452444483191,-12.062125147944377,5943.0,1,46.0,480.0,506.0,533,556,22.22,5.34,4.32
Kern Arcen,Venlo,BU09834401,2015.0,1758.0,16.0,2929.382716049383,1216.8815596480963,34.399999999999984,30.1,18.6,19.25925925925926,5944.0,1,315.0,317.0,328.0,333,338,52.56,1.52,1.5
Lingsfort,Venlo,BU09834402,165.0,165.0,0.0,3833.950617283951,1819.9013194876632,39.5,37.7,18.6,-10.667326098664926,5944.0,1,100.0,499.0,529.0,535,544,56.97,1.13,1.68
Brandemolen en Veld,Venlo,BU09834403,225.0,129.0,0.0,3958.500636394843,1676.22770181522,48.69999999999999,44.49999999999999,18.6,-12.462064482684363,5944.0,1,243.0,444.0,457.0,468,478,53.87,2.41,2.14
Verspreide huizen arcen,Venlo,BU09834404,580.0,63.0,0.0,3674.683745608075,902.3456790123456,43.8,42.6,26.68532918184939,-2.3136863444909928,5944.0,1,202.0,308.0,379.0,416,453,129.0,9.76,8.89
Kern Belfeld,Venlo,BU09835101,5015.0,2479.0,34.0,2802.716049382716,1051.1863690777357,34.89999999999999,28.9,15.0,48.888888888888886,5951.0,1,616.0,287.0,290.0,297,305,53.44,2.41,2.69
Gebied patersweg,Venlo,BU09835102,100.0,142.0,0.0,3052.612125688878,1418.9747613553184,34.89999999999999,19.30000000000001,15.0,0.0,5951.0,1,194.0,556.0,470.0,426,409,52.09,-9.36,-3.99
Aan de Stuw,Venlo,BU09835104,125.0,233.0,0.0,3291.5553403878894,1770.7048604551271,31.985826086842025,33.4,15.0,-16.60730053224449,5951.0,1,462.0,304.0,310.0,312,315,48.33,0.65,0.96
Maalbeek,Venlo,BU09835108,215.0,24.0,0.0,3994.691358024692,1749.4671505489025,43.69999999999999,37.99999999999999,15.0,-13.386164082930048,5951.0,1,98.0,472.0,468.0,472,470,63.64,0.85,-0.42
Oost-Vlieland,Vlieland,BU00960000,1170.0,1464.0,33.0,2320.4938271604938,741.358024691358,40.80000000000001,36.1,6.848301110676083,2.8040687489021607,8899.0,1,253.0,390.0,396.0,403,414,62.3,1.77,2.73
Voerendaal,Voerendaal,BU09860101,3055.0,3249.0,34.0,2633.0864197530864,1105.3833356088323,39.69999999999999,32.99999999999999,18.3,19.50617283950617,6367.0,1,822.0,296.0,295.0,303,305,62.98,2.71,0.66
Kunrade,Voerendaal,BU09860201,3245.0,2778.0,20.0,2661.604938271605,1169.5867746372862,47.1,40.10000000000001,21.300000000000004,19.135802469135804,6367.0,1,778.0,316.0,315.0,319,319,58.29,1.27,0.0
Ubachsberg,Voerendaal,BU09860301,1445.0,2628.0,20.0,2944.4444444444443,1181.7570072779704,38.400000000000006,31.29999999999999,21.94310395562907,9.753086419753089,6367.0,1,229.0,313.0,310.0,316,321,53.47,1.94,1.58
Klimmen,Voerendaal,BU09860401,1790.0,2247.0,22.0,3062.83950617284,1155.9244065198568,39.20000000000001,34.400000000000006,21.7,-0.6172839506172849,6343.0,1,348.0,341.0,335.0,342,349,51.58,2.09,2.05
Craubeek,Voerendaal,BU09860402,210.0,1446.0,0.0,3282.837759150112,1296.52459330674,45.7,34.39999999999998,21.7,-16.121781066880633,6343.0,1,250.0,393.0,391.0,404,417,40.65,3.32,3.22
Retersbeek,Voerendaal,BU09860404,95.0,939.0,0.0,3438.8888888888887,1381.24114716769,45.7,38.00000000000001,21.7,0.0,6343.0,1,62.0,450.0,447.0,462,482,105.05,3.36,4.33
Termaar,Voerendaal,BU09860405,710.0,2093.0,7.000000000000002,3041.358024691358,1289.646014175563,39.7,33.4,24.08707659936283,-1.8147856382860856,6343.0,1,377.0,345.0,342.0,350,357,54.75,2.34,2.0
Weustenrade,Voerendaal,BU09860406,220.0,1873.0,0.0,3109.135802469136,1398.0790201990956,40.59999999999998,37.89999999999999,25.64621697036538,-6.944524400694345,6343.0,1,65.0,382.0,378.0,386,392,61.54,2.12,1.55
Ransdaal,Voerendaal,BU09860501,920.0,2315.0,10.0,2972.345679012345,1251.670961490586,37.99999999999999,31.8,23.200000000000003,-0.2469135802469146,6311.0,3,233.0,345.0,342.0,350,357,55.45,2.34,2.0
Verspreide huizen Voerendaal,Voerendaal,BU09860900,380.0,14.0,0.0,3698.147543036683,1717.6492201016642,74.39999999999998,59.900000000000006,49.73232534802137,-11.81041381161258,6367.0,6,203.0,498.0,494.0,513,524,65.22,3.85,2.14
Voorst,Voorst,BU02850000,1530.0,2067.0,38.0,2550.864197530864,943.354499753036,28.6,23.90000000000001,16.7,9.753086419753089,7383.0,1,273.0,333.0,352.0,371,391,62.21,5.4,5.39
Gietelo,Voorst,BU02850002,230.0,324.0,0.0,3439.7480894487044,1341.0288470180658,44.2,36.80000000000001,16.7,-8.934103170316934,7383.0,1,66.0,397.0,422.0,446,469,123.28,5.69,5.16
Verspreide huizen Voorst en Wilpse Klei,Voorst,BU02850005,440.0,156.0,11.0,3662.83950617284,1624.3898070438363,41.7,34.8,26.670997169388777,-10.792655615597711,7383.0,1,207.0,508.0,533.0,559,589,72.49,4.88,5.37
Verspreide huizen Gietelo-Bussloo,Voorst,BU02850006,100.0,24.0,0.0,3391.959115128422,1527.6365923409176,41.7,35.08300285856344,23.28381983571825,0.0,7383.0,2,55.0,476.0,491.0,511,536,97.98,4.07,4.89
Verspreide huizen akkerbouwgebied Noord-Empe,Voorst,BU02850009,290.0,57.0,0.0,4095.925925925926,1806.334238522235,60.09999999999998,46.500000000000014,41.49882821549139,-12.889361859465236,7383.0,3,42.0,554.0,584.0,614,656,61.33,5.14,6.84
Twello-Midden,Voorst,BU02850100,5380.0,2715.0,39.0,2393.2098765432097,1150.430215251189,36.5,30.9,15.2,38.888888888888886,7391.0,1,1099.0,377.0,393.0,412,438,69.4,4.83,6.31
Twello-Zuid,Voorst,BU02850101,4230.0,3304.0,25.0,2640.123456790124,1107.7674723403377,37.8,32.6,23.0,29.012345679012345,7391.0,1,1084.0,420.0,432.0,454,478,75.61,5.09,5.29
Twello-Noord,Voorst,BU02850102,2050.0,1244.0,28.0,2902.716049382716,1233.78420097476,42.500000000000014,35.0,25.999199801750176,19.62962962962963,7391.0,1,839.0,445.0,455.0,479,505,63.08,5.27,5.43
Terwolde,Voorst,BU02850103,1135.0,1075.0,26.0,2871.7283950617284,1233.0275636240992,37.6,32.30000000000001,24.59623589679229,-0.3703703703703702,7396.0,1,144.0,404.0,423.0,451,478,74.79,6.62,5.99
Nijbroek,Voorst,BU02850104,165.0,1742.0,10.0,3243.9422526998574,1400.6117667737792,41.70000000000001,31.0,24.5073488799764,-13.626644859370767,7397.0,1,44.0,407.0,428.0,451,478,78.33,5.37,5.99
Verspreide huizen Twello-Zuid,Voorst,BU02850105,2020.0,196.0,12.0,3239.5061728395062,971.7283950617284,46.500000000000014,34.30000000000001,38.68483963703788,9.732013498399018,7392.0,6,370.0,545.0,567.0,597,634,69.76,5.29,6.2
Steenenkamer,Voorst,BU02850106,270.0,775.0,0.0,3459.6881243163334,1546.8222662757796,46.19311077730314,38.41357690820331,29.642243827857445,-0.1234567901234555,7439.0,1,868.0,532.0,551.0,583,623,83.67,5.81,6.86
Verspreide huizen Twello-Noord,Voorst,BU02850107,305.0,53.0,0.0,3722.683113117736,1297.7777777777778,42.79999999999999,36.99999999999999,59.10000000000001,-5.912734287304744,7391.0,2,252.0,547.0,575.0,597,623,68.13,3.83,4.36
Verspreide huizen Nijbroek,Voorst,BU02850108,775.0,39.0,1.0,4078.852539507648,1784.9361569198047,35.099999999999994,26.099999999999994,29.44396018337024,-8.035446493573193,7397.0,3,27.0,548.0,571.0,597,632,68.44,4.55,5.86
Verspreide huizen op de oeverwal Terwolde,Voorst,BU02850109,609.9999999999999,81.0,1.0,3396.6038482842223,1383.6562391886264,41.19999999999999,34.35964865695413,36.78912318667396,-9.057365838136324,7396.0,1,123.0,418.1666666666666,438.0,457,474,41.29,4.34,3.72
Klarenbeek (gedeeltelijk),Voorst,BU02850200,880.0,842.0,20.0,2912.222222222222,1179.6162712026812,40.100000000000016,33.2,26.200000000000003,0.86580103599632,7382.0,1,200.0,430.0,456.0,479,507,82.4,5.04,5.85
Teuge,Voorst,BU02850201,545.0,983.0,20.0,3435.641841819484,1239.3973915668837,40.8,33.2,32.300000000000004,-0.1234567901234555,7395.0,1,118.0,443.0,468.0,493,535,80.69,5.34,8.52
Wilp-Achterhoek,Voorst,BU02850202,145.0,1305.0,0.0,3588.418510301075,1451.041958967092,34.2,32.400000000000006,32.300000000000004,-15.58625581600307,7384.0,1,44.0,529.0,550.0,582,614,152.29,5.82,5.5
De Vecht,Voorst,BU02850203,225.0,1316.0,7.000000000000002,3844.646023018021,1460.5009209704433,31.39999999999999,24.3,32.300000000000004,-11.337279868560312,7396.0,1,56.0,445.0,464.0,494,536,94.96,6.47,8.5
"Verspreide huizen De Vecht, De Pol en omgeving",Voorst,BU02850205,325.0,53.0,0.0,3843.456790123457,1435.8979057330284,35.300000000000004,27.399999999999995,31.69993629351386,-13.473620077777792,7396.0,1,35.0,532.0,543.0,574,608,67.59,5.71,5.92
Verspreide huizen Teuge,Voorst,BU02850206,515.0,70.0,0.0,3954.1975308641977,1656.8893209854955,43.20000000000001,34.30000000000001,27.9586323308018,-6.770912611236572,7395.0,2,82.0,471.0,495.0,527,555,58.15,6.46,5.31
Verspreide huizen Wilp-Achterhoek,Voorst,BU02850207,340.0,56.0,0.0,3859.382716049383,1425.7445501380255,50.500000000000014,39.7,37.37526865668228,-0.1234567901234555,7384.0,1,40.0,534.0,561.0,596,638,72.62,6.24,7.05
Verspreide huizen Klarenbeek-Noord,Voorst,BU02850208,425.0,62.0,0.0,3978.765432098765,1296.5432098765432,53.900000000000006,43.7,37.43481791339693,-7.43011143135794,7382.0,2,36.0,534.0,553.0,592,628,66.07,7.05,6.08
Verspreide huizen Klarenbeek-Zuid,Voorst,BU02850209,235.0,47.0,0.0,3829.382716049383,1604.1142452206193,44.133229127616005,36.38172227494884,32.112549244719524,-12.932524980975796,7382.0,1,52.0,506.0,539.0,569,603,70.57,5.57,5.98
Wilp,Voorst,BU02850300,965.0,1869.0,31.0,2842.5925925925926,1207.5966702064288,40.29999999999999,33.5,24.1962760232668,-4.204147572758075,7384.0,1,156.0,407.0,428.0,450,475,77.59,5.14,5.56
Posterenk,Voorst,BU02850301,275.0,2158.0,0.0,3659.1806844218136,1556.7082320719364,45.39999999999999,39.7,29.982460242218423,-6.864997120488656,7384.0,1,68.0,446.0,466.0,492,519,56.9,5.58,5.49
Verspreide huizen Wilp en Posterenk,Voorst,BU02850308,675.0000000000001,124.0,0.0,3490.9418281600365,1484.8466461998576,49.20000000000001,39.8,33.32792329501807,-0.1234567901234555,7384.0,1,82.0,696.0,728.0,735,735,106.82,0.96,0.0
